,UKESM1-0-LL-r3i1p1f2,UKESM1-0-LL-r2i1p1f2,IPSL-CM6A-LR-r1i1p1f1,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r1i1p1f2,CanESM5-r1i1p1f1
2009-09-01,6.2620990058679675,6.24341931910538,6.155898623190263,6.161032244001591,6.261490287233966,6.2572475467192685
2009-10-01,6.388731006709282,6.370051319946697,6.282530624031577,6.287664244842906,6.38812228807528,6.383879547560584
2009-11-01,6.46747761253723,6.4487979257746435,6.361277229859526,6.366410850670855,6.466868893903228,6.462626153388532
2009-12-01,6.616337895610098,6.5976582088475135,6.510137512932394,6.515271133743722,6.615729176976097,6.6114864364614006
2010-01-01,6.7356753522839865,6.7492821374040375,6.6066945781862625,6.6527296340682325,6.741104432932023,6.719658957889332
2010-02-01,6.896524495267083,6.910131280387134,6.7675437211693605,6.81357877705133,6.901953575915121,6.88050810087243
2010-03-01,6.959448342053611,6.973055127173661,6.830467567955887,6.876502623837856,6.964877422701648,6.943431947658958
2010-04-01,6.986609773357693,7.000216558477742,6.857628999259968,6.903664055141938,6.992038854005727,6.970593378963038
2010-05-01,6.862919606509024,6.876526391629075,6.733938832411297,6.779973888293267,6.86834868715706,6.846903212114372
2010-06-01,6.600697456761645,6.614304241881696,6.471716682663921,6.517751738545891,6.606126537409683,6.584681062366991
2010-07-01,6.434136566628768,6.44774335174882,6.305155792531044,6.3511908484130135,6.439565647276807,6.418120172234117
2010-08-01,6.297545960187593,6.311152745307642,6.168565186089867,6.214600241971839,6.30297504083563,6.2815295657929395
2010-09-01,6.249369935668803,6.262976720788852,6.120389161571077,6.1664242174530495,6.25479901631684,6.233353541274149
2010-10-01,6.376001936510117,6.389608721630168,6.247021162412393,6.293056218294362,6.381431017158156,6.3599855421154645
2010-11-01,6.4547485423380655,6.4683553274581165,6.3257677682403415,6.371802824122312,6.460177622986103,6.438732147943413
2010-12-01,6.603608825410934,6.617215610530982,6.47462805131321,6.520663107195178,6.60903790605897,6.5875924310162794
2011-01-01,6.736436618116329,6.741830150328293,6.607095480616993,6.624838420889412,6.733302691022573,6.715257573030133
2011-02-01,6.897285761099428,6.902679293311392,6.76794462360009,6.78568756387251,6.89415183400567,6.876106716013232
2011-03-01,6.960209607885956,6.965603140097919,6.830868470386617,6.848611410659037,6.957075680792197,6.939030562799758
2011-04-01,6.987371039190036,6.992764571401999,6.8294916421182,6.875772841963117,6.984237112096277,6.9661919941038395
2011-05-01,6.863680872341367,6.869074404553331,6.697603568810662,6.752082675114449,6.860546945247611,6.842501827255171
2011-06-01,6.601458722593987,6.606852254805952,6.440372238565475,6.489860525367073,6.598324795500232,6.580279677507793
2011-07-01,6.434897832461113,6.440291364673077,6.228020152475243,6.323299635234196,6.431763905367356,6.413718787374917
2011-08-01,6.298307226019936,6.3037007582319005,6.13668231713846,6.186709028793018,6.295173298926178,6.27712818093374
2011-09-01,6.250131201501148,6.2555247337131075,6.139123927429445,6.138533004274228,6.246997274407388,6.22895215641495
2011-10-01,6.376763202342461,6.3821567345544254,6.286115183934419,6.265165005115542,6.373629275248704,6.355584157256265
2011-11-01,6.455509808170412,6.460903340382375,6.326168670671072,6.3439116109434925,6.4523758810766525,6.434330763084214
2011-12-01,6.604370091243278,6.60976362345524,6.475028953743937,6.492771894016359,6.601236164149522,6.583191046157081
2012-01-01,6.718848241447822,6.7065421360544955,6.577596736210826,6.587213290190176,6.701611788599693,6.67878677391278
2012-02-01,6.87969738443092,6.867391279037593,6.738445879193928,6.748062433173275,6.862460931582791,6.839635916895878
2012-03-01,6.942621231217448,6.930315125824119,6.801369725980455,6.810986279959803,6.925384778369317,6.902559763682405
2012-04-01,6.969782662521527,6.957476557128199,6.828531157284534,6.838147711263884,6.952546209673398,6.929721194986486
2012-05-01,6.84609249567286,6.833786390279531,6.7048409904358675,6.714457544415216,6.8288560428247305,6.806031028137818
2012-06-01,6.583870345925481,6.571564240532153,6.442618840688487,6.452235394667836,6.566633893077352,6.54380887839044
2012-07-01,6.417309455792606,6.4050033503992765,6.276057950555612,6.285674504534961,6.4000730029444775,6.377247988257564
2012-08-01,6.2807188493514285,6.2684127439581,6.1394673441144345,6.149083898093783,6.263482396503298,6.240657381816387
2012-09-01,6.232542824832637,6.22023671943931,6.091291319595642,6.100907873574992,6.215306371984509,6.192481357297597
2012-10-01,6.3591748256739535,6.346868720280622,6.21792332043696,6.227539874416308,6.341938372825824,6.319113358138912
2012-11-01,6.437921431501902,6.4256153261085736,6.296669926264911,6.306286480244258,6.420684978653772,6.3978599639668605
