,UKESM1-0-LL-r3i1p1f2,UKESM1-0-LL-r2i1p1f2,IPSL-CM6A-LR-r1i1p1f1,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r1i1p1f2,CanESM5-r1i1p1f1
2002-01-01,6.914789057040652,6.918966994421258,6.7939286448461615,6.7950689263048565,6.917045964834106,6.885853736724798
2002-02-01,7.066217467314553,7.070395404695157,6.945357055120058,6.946497336578758,7.0684743751080035,7.037282146998696
2002-03-01,7.1546437405510295,7.158821677931633,7.033783328356535,7.034923609815233,7.156900648344481,7.125708420235173
2002-04-01,7.179728885267032,7.183906822647635,7.05886847307254,7.060008754531236,7.181985793060483,7.150793564951176
2002-05-01,6.992575819084853,6.9967537564654565,6.871715406890359,6.872855688349056,6.994832726878303,6.9932938384297
2002-06-01,6.764141275903733,6.768319213284335,6.643280863709237,6.644421145167936,6.766398183697183,6.821212117197618
2002-07-01,6.724363658877702,6.7285415962583075,6.60350324668321,6.6046435281419065,6.726620566671153,6.695428338561847
2002-08-01,6.706339297989229,6.710517235369832,6.585478885794736,6.586619167253432,6.708596205782682,6.6774039776733725
2002-09-01,6.610901644069209,6.6150795814498125,6.4900412318747165,6.491181513333412,6.613158551862661,6.5819663237533526
2002-10-01,6.591644258705832,6.595822196086434,6.470783846511337,6.471924127970035,6.593901166499282,6.562708938389975
2002-11-01,6.588924512153421,6.5931024495340225,6.468064099958927,6.469204381417625,6.591181419946872,6.5599891918375635
2002-12-01,6.742488831947982,6.7466667693285896,6.621628419753491,6.622768701212188,6.744745739741435,6.713553511632128
2003-01-01,6.929828042946834,6.917019424394481,6.757492970131454,6.817123107220874,6.90909087747042,6.8966487172451965
2003-02-01,7.081256453220735,7.068447834668381,6.908921380405357,6.968551517494774,7.060519287744321,7.048077127519097
2003-03-01,7.169682726457213,7.156874107904859,6.997347653641831,7.056977790731249,7.148945560980796,7.136503400755575
2003-04-01,7.194767871173215,7.1819592526208575,7.0224327983578325,7.082062935447253,7.174030705696797,7.262589952562287
2003-05-01,7.007614804991037,6.99480618643868,6.8352797321756515,6.8949098692650725,6.986877639514617,7.00973739749936
2003-06-01,6.779180261809915,6.7663716432575605,6.606845188994534,6.666475326083952,6.7584430963334965,6.787589677267267
2003-07-01,6.739402644783888,6.726594026231531,6.567067571968505,6.626697709057924,6.718665479307472,6.672822745416141
2003-08-01,6.721378283895413,6.708569665343058,6.54904321108003,6.608673348169449,6.7006411184189965,6.688198958193773
2003-09-01,6.625940629975393,6.613132011423037,6.45360555716001,6.5132356942494285,6.605203464498974,6.592761304273753
2003-10-01,6.606683244612015,6.59387462605966,6.434348171796633,6.493978308886052,6.585946079135599,6.573503918910375
2003-11-01,6.603963498059603,6.591154879507247,6.431628425244223,6.491258562333641,6.583226332583188,6.570784172357964
2003-12-01,6.757527817854168,6.744719199301812,6.5851927450387855,6.644822882128204,6.73679065237775,6.724348492152527
2004-01-01,6.8952617444482005,6.898724359339724,6.781590151953624,6.783456968511523,6.920056538590411,6.885497833104966
2004-02-01,7.046690154722098,7.050152769613622,6.933018562227527,6.934885378785419,7.07148494886431,7.036926243378866
2004-03-01,7.135116427958577,7.138579042850101,7.021444835464003,7.023311652021898,7.159911222100786,7.134078393834263
2004-04-01,7.160201572674577,7.163664187566103,7.0465299801800025,7.048396796737901,7.184996366816789,7.140795795569776
2004-05-01,6.9730485064924,6.976511121383924,6.859376913997825,6.861243730555719,6.997843300634611,6.963284595149166
2004-06-01,6.74461396331128,6.748076578202803,6.6309423708167055,6.632809187374599,6.7694087574534905,6.734850051968046
2004-07-01,6.7048363462852505,6.708298961176772,6.591164753790674,6.593031570348573,6.729631140427463,6.695072434942017
2004-08-01,6.686811985396776,6.6902746002883005,6.573140392902201,6.5750072094600975,6.711606779538987,6.677048074053544
2004-09-01,6.591374331476756,6.594836946368277,6.477702738982183,6.479569555540075,6.616169125618965,6.581610420133523
2004-10-01,6.572116946113379,6.575579561004902,6.458445353618804,6.4603121701767,6.59691174025559,6.562353034770145
2004-11-01,6.5693971995609655,6.572859814452492,6.455725607066394,6.457592423624287,6.594191993703178,6.559633288217733
2004-12-01,6.7229615193555325,6.726424134247054,6.6092899268609555,6.611156743418852,6.747756313497742,6.713197608012298
2005-01-01,6.8934489422517355,6.902429978361733,6.7662085194314825,6.7659075083007405,6.9004106170714605,6.878294962207107
2005-02-01,7.044877352525637,7.053858388635634,6.917636929705385,6.9173359185746435,7.051839027345362,7.114266608820469
2005-03-01,7.133303625762112,7.142284661872113,7.00606320294186,7.005762191811117,7.140265300581838,7.141206291505291
2005-04-01,7.158388770478116,7.1673698065881135,7.031148347657862,7.0308473365271205,7.16535044529784,7.176596119191018
2005-05-01,6.971235704295938,6.9802167404059325,6.951786059585133,6.84369427034494,6.97819737911566,6.982277451043761
2005-06-01,6.7428011611148175,6.751782197224814,6.615560738294562,6.6152597271638225,6.749762835934542,6.713374234147253
2005-07-01,6.7030235440887855,6.712004580198786,6.627231733383336,6.575482110137791,6.709985218908511,6.6986002231876505
2005-08-01,6.684999183200314,6.693980219310311,6.557758760380063,6.557457749249318,6.691960858020037,6.679142730386068
2005-09-01,6.589561529280293,6.59854256539029,6.462321106460039,6.462020095329298,6.596523204100017,6.570422855666906
2005-10-01,6.570304143916914,6.579285180026914,6.443063721096662,6.442762709965919,6.577265818736643,6.540877216949354
2005-11-01,6.567584397364504,6.576565433474503,6.440343974544251,6.440042963413508,6.574546072184229,6.538157470396942
2005-12-01,6.7211487171590685,6.7301297532690665,6.593908294338815,6.5936072832080725,6.7281103919787935,6.6917217901915045
2006-01-01,6.884909526198281,6.881002922136464,6.761944801527712,6.763169777570678,6.89108671956559,6.867933660045402
